Date,Open,High,Low,Close,Adj Close,Volume
2016-06-29,33.119999,33.209999,32.220001,32.380001,32.275749,25432863
2016-06-30,32.610001,32.939999,32.200001,32.849998,32.744236,22618419
2016-07-01,32.849998,33.119999,32.250000,32.340000,32.235878,20025140
2016-07-04,32.330002,33.099998,31.879999,32.950001,32.843914,26736112
2016-07-05,33.000000,33.000000,32.400002,32.740002,32.634590,19882694
2016-07-06,32.689999,32.689999,31.910000,32.110001,32.006618,24678220
2016-07-07,31.809999,32.320000,31.150000,31.639999,31.538132,28855986
2016-07-08,31.799999,32.130001,31.549999,31.799999,31.697617,16942180
2016-07-11,31.790001,31.950001,31.090000,31.150000,31.049709,24192042
2016-07-12,31.100000,31.459999,30.370001,31.440001,31.338776,25862482
2016-07-13,31.500000,32.189999,31.100000,31.690001,31.587971,27439142
2016-07-14,31.590000,31.879999,31.480000,31.600000,31.498260,15961223
2016-07-15,31.610001,32.880001,31.600000,32.230000,32.126232,44902197
2016-07-18,32.500000,32.500000,31.340000,31.639999,31.538132,24198584
2016-07-19,31.660000,31.790001,31.100000,31.639999,31.538132,15196458
2016-07-20,31.750000,31.969999,31.520000,31.639999,31.538132,12689625
2016-07-21,31.639999,31.639999,31.639999,31.639999,31.538132,0
2016-07-22,31.639999,31.639999,31.639999,31.639999,31.538132,0
2016-07-25,31.639999,31.639999,31.639999,31.639999,31.538132,0
2016-07-26,31.639999,31.639999,31.639999,31.639999,31.538132,0
2016-07-27,31.639999,31.639999,31.639999,31.639999,31.538132,0
2016-07-28,30.200001,30.980000,28.930000,29.420000,29.325279,44649762
2016-07-29,29.660000,30.100000,28.680000,29.000000,28.906631,19649244
2016-08-01,28.850000,29.070000,28.010000,28.540001,28.448112,14351397
2016-08-02,28.570000,28.830000,28.350000,28.650000,28.557758,10162695
2016-08-03,28.620001,28.920000,28.430000,28.660000,28.567726,8855091
2016-08-04,28.799999,29.540001,28.660000,29.219999,29.125923,15804927
2016-08-05,29.250000,29.370001,28.959999,28.980000,28.886696,9717953
2016-08-08,28.980000,29.700001,28.870001,29.570000,29.474796,11866281
2016-08-09,29.559999,29.670000,29.200001,29.629999,29.534603,15156327
2016-08-10,29.709999,29.709999,29.350000,29.389999,29.295376,11238430
2016-08-11,29.250000,29.400000,28.629999,28.680000,28.587662,13861962
2016-08-12,28.730000,28.980000,28.469999,28.799999,28.707275,10903064
2016-08-15,29.410000,30.400000,28.850000,30.200001,30.102768,33392709
2016-08-16,30.200001,31.080000,30.080000,30.719999,30.621094,28954390
2016-08-17,30.719999,30.780001,30.209999,30.410000,30.312092,16348355
2016-08-18,30.290001,30.680000,30.070000,30.209999,30.112736,13477140
2016-08-19,30.450001,31.070000,30.360001,30.590000,30.491512,19155418
2016-08-22,30.600000,30.730000,30.100000,30.350000,30.252285,14867376
2016-08-23,30.280001,30.639999,30.100000,30.290001,30.192478,10666221
2016-08-24,30.510000,31.260000,30.280001,30.900000,30.800514,21541606
2016-08-25,30.620001,31.430000,30.299999,31.309999,31.209194,27170204
2016-08-26,31.459999,31.459999,30.299999,30.440001,30.341995,28229089
2016-08-29,30.299999,30.580000,30.070000,30.240000,30.142639,11971842
2016-08-30,30.250000,30.540001,30.219999,30.309999,30.212414,9459496
2016-08-31,30.290001,30.450001,30.049999,30.370001,30.272221,10152745
2016-09-01,30.350000,30.389999,29.850000,30.100000,30.003090,12630405
2016-09-02,29.990000,30.170000,29.650000,29.730000,29.634281,10408787
2016-09-05,29.820000,30.160000,29.719999,29.750000,29.654217,8513685
2016-09-06,29.900000,30.549999,29.520000,30.520000,30.421738,15653165
2016-09-07,30.530001,30.820000,30.240000,30.309999,30.212414,13683024
2016-09-08,30.370001,30.580000,29.910000,30.160000,30.062897,10534886
2016-09-09,30.180000,30.250000,29.709999,29.760000,29.664185,11521071
2016-09-12,29.000000,29.400000,28.719999,28.830000,28.737179,17607208
2016-09-13,29.020000,29.139999,28.830000,29.030001,28.936535,8126991
2016-09-14,28.969999,29.650000,28.809999,29.090000,28.996342,9514753
2016-09-19,29.090000,29.639999,29.090000,29.280001,29.185730,7270584
2016-09-20,29.350000,29.400000,29.040001,29.129999,29.036213,4862046
2016-09-21,29.139999,29.490000,29.110001,29.270000,29.175762,6306214
2016-09-22,29.469999,29.650000,29.270000,29.389999,29.295376,7346046
2016-09-23,29.410000,29.520000,29.020000,29.030001,28.936535,7181096
2016-09-26,28.980000,29.139999,28.299999,28.299999,28.208885,10473530
2016-09-27,28.320000,28.620001,28.100000,28.540001,28.448112,8322874
2016-09-28,28.590000,28.670000,28.410000,28.420000,28.328499,4548250
2016-09-29,28.490000,28.719999,28.410000,28.430000,28.338467,5797661
2016-09-30,28.420000,28.490000,28.290001,28.430000,28.338467,5392125
2016-10-10,28.430000,29.350000,28.430000,29.290001,29.195698,11314468
2016-10-11,29.299999,29.600000,29.200001,29.340000,29.245537,9469513
2016-10-12,29.250000,29.480000,29.150000,29.230000,29.135891,7607413
2016-10-13,29.180000,29.290001,29.070000,29.160000,29.066116,7629569
2016-10-14,29.100000,29.450001,29.020000,29.320000,29.225601,9064912
2016-10-17,29.350000,29.500000,28.809999,28.900000,28.806953,7896011
2016-10-18,28.870001,29.139999,28.650000,29.139999,29.046181,14602611
2016-10-19,29.700001,30.320000,29.379999,29.420000,29.325279,29019562
2016-10-20,29.600000,30.450001,29.370001,30.430000,30.332027,38544725
2016-10-21,30.480000,30.540001,29.830000,30.010000,29.913380,20682093
2016-10-24,31.000000,31.480000,30.700001,30.840000,30.740707,45237895
2016-10-25,30.709999,31.480000,30.600000,31.250000,31.149387,32041801
2016-10-26,31.260000,31.299999,30.420000,30.459999,30.361931,23533023
2016-10-27,30.430000,30.680000,30.100000,30.400000,30.302124,13417416
2016-10-28,30.330000,30.680000,29.910000,29.910000,29.813702,14116905
2016-10-31,29.900000,30.190001,29.620001,29.980000,29.883476,12429782
2016-11-01,30.129999,30.280001,29.850000,30.180000,30.082832,12800866
2016-11-02,30.180000,30.600000,29.900000,29.980000,29.883476,15237953
2016-11-03,30.020000,30.580000,30.000000,30.250000,30.152607,16600349
2016-11-04,30.260000,30.360001,29.850000,29.870001,29.773830,11008002
2016-11-07,29.889999,30.020000,29.549999,29.629999,29.534603,11386607
2016-11-08,29.870001,30.100000,29.700001,29.850000,29.753895,9713162
2016-11-09,29.850000,29.990000,29.010000,29.260000,29.165794,13998058
2016-11-10,29.510000,30.080000,29.510000,29.809999,29.714024,13138888
2016-11-11,29.930000,29.930000,29.600000,29.850000,29.753895,10519591
2016-11-14,30.000000,30.450001,29.990000,30.180000,30.082832,15309824
2016-11-15,30.299999,30.799999,30.010000,30.740000,30.641029,21396793
2016-11-16,30.820000,30.950001,30.410000,30.450001,30.351963,14542511
2016-11-17,30.299999,30.379999,29.969999,30.100000,30.003090,13076757
2016-11-18,30.219999,30.430000,30.040001,30.110001,30.013058,7839911
2016-11-21,30.250000,30.570000,30.120001,30.360001,30.262253,14443395
2016-11-22,30.400000,30.480000,30.080000,30.480000,30.381866,12204543
2016-11-23,30.540001,30.570000,30.110001,30.160000,30.062897,11655546
2016-11-24,30.260000,30.340000,29.590000,29.709999,29.614346,17618037
2016-11-25,29.670000,29.969999,29.260000,29.930000,29.833637,10153642
2016-11-28,30.150000,30.190001,29.780001,29.799999,29.704056,9173340
2016-11-29,29.799999,29.799999,29.450001,29.500000,29.405022,11703063
2016-11-30,29.410000,29.969999,29.389999,29.680000,29.584442,10278176
2016-12-01,29.680000,29.830000,29.530001,29.660000,29.564507,9040016
2016-12-02,29.670000,29.719999,29.100000,29.100000,29.006310,11317584
2016-12-05,28.980000,29.450001,28.799999,28.920000,28.826889,10679033
2016-12-06,29.049999,29.200001,28.780001,28.889999,28.796986,6533238
2016-12-07,28.900000,29.200001,28.889999,29.160000,29.066116,7803584
2016-12-08,29.230000,29.260000,28.820000,28.879999,28.787018,6603584
2016-12-09,28.969999,28.980000,28.480000,28.520000,28.428177,10284086
2016-12-12,28.459999,28.459999,27.299999,27.299999,27.212105,18599756
2016-12-13,27.320000,27.770000,27.320000,27.559999,27.471268,10091172
2016-12-14,27.600000,27.750000,27.309999,27.340000,27.251976,7770053
2016-12-15,27.340000,27.750000,27.190001,27.500000,27.411461,8468136
2016-12-16,27.510000,27.959999,27.370001,27.860001,27.770302,10368357
2016-12-19,27.799999,27.799999,27.469999,27.559999,27.471268,5773440
2016-12-20,27.570000,27.690001,27.370001,27.500000,27.411461,4782888
2016-12-21,27.510000,27.700001,27.430000,27.600000,27.511139,6856948
2016-12-22,27.620001,27.620001,27.209999,27.370001,27.281879,6865127
2016-12-23,27.379999,27.520000,26.910000,26.950001,26.863232,7604636
2016-12-26,26.610001,26.820000,26.219999,26.820000,26.733650,9116793
2016-12-27,26.889999,27.240000,26.809999,26.930000,26.843296,5422767
2016-12-28,26.959999,27.180000,26.790001,26.850000,26.763554,4900969
2016-12-29,26.879999,27.120001,26.740000,26.940001,26.853264,5173105
2016-12-30,27.020000,27.100000,26.900000,27.090000,27.002781,5006340
